1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'22\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'22\r\n'
1669183686,b'20\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'22\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'22\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'22\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'22\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183686,b'20\r\n'
1669183686,b'20\r\n'
1669183686,b'21\r\n'
1669183686,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'22\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'22\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183687,b'20\r\n'
1669183687,b'20\r\n'
1669183687,b'21\r\n'
1669183687,b'21\r\n'
1669183688,b'2'

